srcIP,destIP,destPt,protocol,startTime,flowct,mean_dest_bytes,stdev_dest_bytes,mean_dest_pkts,stdev_dest_pkts,mean_duration,stdev_duration,mean_intvl,stdev_intvl,mean_src_bytes,stdev_src_bytes,mean_src_pkts,stdev_src_pkts,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
10.0.2.107,159.253.136.162,80,tcp,405.430096,22,449,0,5,0,0.116039455,0.131333727,4821.180441,5119.719894,380,61.70261761,5,0,22,0,22,22,0,0,0,0,22,0,22,0,22,22,22,0,0,0,0,0
10.0.2.107,64.120.223.4,80,tcp,399.253872,24,13183.125,572.9578551,16.20833333,0.92632055,1.400315625,1.233471198,4560.356839,6670.791805,433,55.18592824,8.875,0.619372829,24,0,24,24,0,0,0,0,24,0,24,0,24,24,24,0,0,0,0,0
10.0.2.107,103.9.101.141,80,tcp,403.82836,14,7466,0,11.57142857,0.425189493,1.106068857,0.353027674,7898.885247,5769.257125,404.1428571,58.9984678,7.571428571,0.41855684,14,0,14,14,0,0,0,0,14,0,14,0,14,14,14,0,0,0,0,0
10.0.2.107,70.86.26.194,80,tcp,402.95569,23,25805,0,29.82608696,0.725394146,0.808756783,0.277839932,4736.407835,4362.695294,394.826087,51.49870039,13.26086957,0.467131292,23,0,23,23,0,0,0,0,23,0,23,0,23,23,23,0,0,0,0,0
10.0.2.107,151.236.48.69,80,tcp,396.07557,2,15626,14.5,17.5,0.25,7.9616835,0.92603925,86421.83824,0,831,17.5,10.5,0.25,2,0,2,0,0,0,0,2,2,0,2,0,2,2,2,0,0,0,0,0
10.0.2.107,203.183.64.166,80,tcp,385.42103,2,2309,0,6.5,0.25,19.2062775,0.63131075,43216.65739,0,805,12,7,0,2,0,2,0,0,0,0,2,2,0,2,0,2,2,2,0,0,0,0,0
10.0.2.107,199.19.78.194,80,tcp,400.113819,19,485.3684211,14.97462033,4.052631579,0.116547701,70.02065253,41.63689893,5835.364649,8095.521393,353.1052632,44.86072649,6,0,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
10.0.2.107,83.223.101.122,80,tcp,396.957158,17,777.1176471,50.98643184,4.235294118,0.349200242,63.33413171,31.62757126,6383.818671,6347.145666,398.4705882,75.89554803,6.117647059,0.13911714,17,0,17,0,0,0,0,17,17,0,17,0,17,17,17,0,0,0,0,0
10.0.2.107,207.58.186.245,80,tcp,396.401864,15,522,0,4.066666667,0.1545486,78.5952878,34.56704259,6398.131638,5836.876729,366.5333333,60.92847301,6,0,15,0,15,1,0,0,0,14,15,0,15,0,15,15,15,0,0,0,0,0
10.0.2.107,168.215.194.14,80,tcp,396.126307,15,292.2,42.19176768,4.133333333,0.309097199,102.5904053,24.00282628,7204.779801,7682.179662,412.5333333,65.48758112,6.133333333,0.309097199,15,0,15,0,0,0,0,15,15,0,15,0,15,15,15,0,0,0,0,0
10.0.2.107,166.63.126.169,80,tcp,396.385767,24,17391,0,17,0,69.28881779,41.59207753,4616.097043,7055.119185,364.875,49.97441066,9.916666667,0.387210878,24,0,24,0,0,0,0,24,24,0,24,0,24,24,24,0,0,0,0,0
10.0.2.107,195.128.188.2,80,tcp,396.386196,24,22358.95833,28.68666949,25.16666667,0.908650719,68.25441667,38.90078977,4473.945746,6226.077708,434.625,62.37110849,13.04166667,0.725191203,24,0,24,1,0,0,0,23,24,0,24,0,24,24,24,0,0,0,0,0
10.0.2.107,198.154.236.177,80,tcp,397.387415,29,40421.96552,7.691213324,36.93103448,1.382487283,71.94423069,43.36384111,3693.946501,4831.482713,379.1034483,50.976303,15.62068966,1.044323117,29,0,29,1,0,0,0,28,29,0,29,0,29,29,29,0,0,0,0,0
10.0.2.107,198.1.79.133,80,tcp,395.395337,20,700.2,96.18314577,3.6,0.494514888,73.3870747,45.47540857,5524.873617,6170.269842,322.45,77.19821445,5.5,0.503299288,18,0,18,0,0,0,0,18,18,0,18,0,18,18,18,0,0,0,0,0
10.0.2.107,94.236.109.3,80,tcp,405.971438,20,508,0,5,0,0.08445025,0.02970178,5550.368409,5971.385491,382.4,51.96724994,5,0,20,0,20,20,0,0,0,0,20,0,20,0,20,20,20,0,0,0,0,0
10.0.2.107,122.55.79.88,443,tcp,398.796606,2,1269,0,7,0,4.63537,1.0875925,43208.37327,0,253,0,7.5,0.25,2,0,2,2,0,0,0,2,2,0,2,0,2,0,2,0,0,0,0,0
10.0.2.107,74.50.123.8,80,tcp,405.720272,21,27023.80952,19.81650812,31.33333333,0.885833409,1.490234476,0.842243674,5306.890126,6906.852649,399.2380952,59.4821851,13.95238095,0.546256271,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
10.0.2.107,66.230.132.74,80,tcp,404.016143,11,409,0,4.090909091,0.183625213,85.96415145,35.80813857,10257.32808,11569.08131,389.8181818,44.52183196,6,0,11,0,11,0,0,0,0,11,11,0,11,0,11,11,11,0,0,0,0,0
10.0.2.107,192.169.53.18,80,tcp,401.28388,18,15074.88889,2064.744344,16.72222222,2.360200198,76.84329489,46.15224124,6088.417448,8115.550744,369,90.87921161,9.444444444,1.084761607,17,0,17,0,0,0,0,17,17,0,17,0,17,17,17,0,0,0,0,0
10.0.2.107,194.150.113.87,80,tcp,400.857781,13,2013,38.65703186,5,0,92.40124692,55.63629665,8126.940351,11609.9138,428.9230769,73.21411559,6.076923077,0.102867432,13,0,13,0,0,0,0,13,13,0,13,0,13,13,13,0,0,0,0,0
10.0.2.107,46.29.88.202,80,tcp,400.162255,12,522,0,4,0,96.44628317,48.05884936,9046.818636,9815.570699,388.25,36.2421176,6,0,12,0,12,0,0,0,0,12,12,0,12,0,12,12,12,0,0,0,0,0
10.0.2.107,67.225.171.231,80,tcp,399.799353,24,14504.33333,21.35597956,15.20833333,0.333687181,75.91248129,42.12465951,4267.1788,7319.304122,418.9166667,62.39497638,9.125,0.159714753,24,0,24,0,0,0,0,24,24,0,24,0,24,24,24,0,0,0,0,0
10.0.2.107,192.232.215.82,80,tcp,399.153849,19,27533.84211,23.35643313,25.36842105,0.420810428,78.26702889,45.14193789,4811.215108,4469.096664,427.5789474,41.13488645,12.21052632,0.481872054,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
10.0.2.107,184.172.49.3,80,tcp,398.024286,14,780,0,4,0,58.29458807,32.5669601,7219.750104,6401.500836,381.2857143,54.77540872,6,0,14,0,14,0,0,0,0,14,14,0,14,0,14,14,14,0,0,0,0,0
10.0.2.107,37.59.169.143,80,tcp,399.419673,25,519,0,4,0,75.07411396,38.24994189,4384.779967,5792.735097,392.52,58.34669542,6,0,25,0,25,0,0,0,0,25,25,0,25,0,25,25,25,0,0,0,0,0
10.0.2.107,187.45.180.235,80,tcp,396.415726,20,479,0,4,0,81.7101702,42.34316261,5597.229811,7067.708914,361.8,65.00607408,6,0,20,0,20,0,0,0,0,20,20,0,20,0,20,20,20,0,0,0,0,0
10.0.2.107,198.32.64.12,53,udp,402.254869,3,0,0,0,0,0,0,6.2336965,0.1347785,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.107,85.238.8.177,80,tcp,404.608224,87,3874.62069,7538.652731,4.505747126,8.127539514,2.112449471,1.892665506,1224.781419,4016.258292,87,141.3392629,3.264367816,3.082827835,19,0,19,19,0,0,0,3,81,0,19,0,12,19,22,0,0,0,0,0
10.0.2.107,10.0.2.255,137,udp,382.505564,86,0,0,0,0,5.432530337,4.194328678,1235.975604,2073.669077,359.3023256,230.0435519,7.186046512,4.600871038,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.107,66.230.132.74,25,tcp,401.057194,30,51.23333333,15.72179206,4.366666667,1.316278349,5.1720672,1.033809538,3554.580266,3792.266279,887.4666667,264.2423769,4.8,1.027866935,26,0,26,26,0,0,0,0,29,0,26,0,26,26,26,0,0,0,0,0
10.0.2.107,70.62.248.201,25,tcp,400.442015,32,58,0,5,0,5.852051625,0.42477465,3324.950585,3468.744747,1024,0,5.3125,0.375818242,32,0,32,32,0,0,0,0,32,0,32,0,32,32,32,0,0,0,0,0
10.0.2.107,204.15.125.101,25,tcp,407.902667,25,53.36,10.74604594,4.64,0.951327045,5.30307608,0.822191362,4399.671658,4949.968339,942.08,189.7232939,4.88,0.720656256,23,0,23,23,0,0,0,1,24,0,23,0,23,23,23,0,0,1,0,0
10.0.2.107,80.96.62.14,25,tcp,399.440928,29,59,1.6386629,5,0.074900592,5.816657379,0.47218595,3780.719511,4587.360888,1024,0,5.24137931,0.323582281,29,0,29,29,0,0,0,1,29,0,29,0,29,28,29,0,0,0,0,0
10.0.2.107,217.160.20.200,80,tcp,408.804654,25,545,0,5,0,0.558999,0.808756343,4300.466103,8359.787487,386.4,56.45299862,5,0,25,0,25,25,0,0,0,0,25,0,25,0,25,25,25,0,0,0,0,0
10.0.2.107,67.227.150.235,80,tcp,409.345707,23,491,0,4,0,0.302411087,0.049125484,4119.584017,4080.775864,387,59.55549437,5,0,23,0,23,0,0,0,0,23,23,0,23,0,23,23,23,0,0,0,0,0
10.0.2.107,188.93.77.199,80,tcp,409.605727,23,282.173913,17.30746853,4.782608696,0.293346924,0.630430391,0.253822862,4831.603794,6470.365789,369,68.87067737,4.826086957,0.214398341,22,0,22,22,0,0,0,0,22,0,22,0,22,22,22,0,0,0,0,0
10.0.2.107,210.172.144.61,80,tcp,399.882452,22,26878,0,26.59090909,0.920547237,97.6761165,44.99071616,4893.381841,8656.697202,382.5,59.25790438,12.36363636,0.932155684,22,0,22,1,0,0,0,21,22,0,22,0,22,22,22,0,0,0,0,0
10.0.2.107,207.115.90.82,80,tcp,410.719566,107,334.2242991,1254.915357,0.336448598,1.263266956,1.442600981,1.423306836,979.3580692,3645.460606,6.448598131,24.76401852,1.626168224,0.692862189,2,0,2,2,0,0,0,0,107,0,2,0,2,2,2,0,0,0,0,0
10.0.2.107,173.231.1.84,80,tcp,411.219252,22,521,0,5,0,0.433897364,0.153648277,4922.113059,5626.123812,388.2272727,43.94178257,5,0,22,0,22,22,0,0,0,0,22,0,22,0,22,22,22,0,0,0,0,0
10.0.2.107,209.164.36.21,80,tcp,404.698097,21,11321.47619,30.60984037,13.57142857,0.807403069,92.48826676,48.47582378,5335.268103,6007.44132,518.2857143,55.54735422,9.80952381,0.76459224,21,0,21,0,0,0,0,20,21,0,21,0,21,21,21,0,0,0,0,0
10.0.2.107,188.65.115.226,80,tcp,404.818906,19,21267.68421,1376.859263,20.52631579,1.714814152,71.78234263,32.62183008,5930.401679,6060.935595,451.3157895,76.12274746,10.73684211,0.805522596,19,0,19,0,0,0,0,18,19,0,19,0,19,19,19,0,0,0,0,0
10.0.2.107,173.199.149.200,80,tcp,409.576876,26,8469.692308,3846.053705,9.423076923,3.837824837,7.179015808,6.777675381,4252.189652,6076.410649,335.4615385,145.250399,6.384615385,1.849509967,20,0,20,20,0,0,0,1,26,0,20,0,18,19,20,0,0,1,0,0
10.0.2.107,78.47.37.140,80,tcp,396.076051,3,0,0,3.333333333,0.277777778,95.87837267,33.03771361,43209.85297,0.3022975,789.6666667,17.77777778,5,0,3,0,3,3,0,0,0,2,3,0,3,0,0,1,3,0,0,0,0,0
10.0.2.107,190.114.253.74,80,tcp,407.392174,10,766,0,4,0,80.0425184,44.49028461,10613.06269,9269.966961,414.2,34.86952381,6,0,10,0,10,0,0,0,0,10,10,0,10,0,10,10,10,0,0,0,0,0
10.0.2.107,85.13.133.108,80,tcp,407.133653,22,494,0,4,0,76.82136041,35.61558538,4807.498789,5379.212095,383.4545455,60.9347524,5.954545455,0.114733936,22,0,22,0,0,0,0,22,22,0,22,0,22,22,22,0,0,0,0,0
10.0.2.107,184.107.236.2,80,tcp,405.840782,19,16834.68421,883.2327775,18.78947368,1.796308353,59.45842211,38.77751463,5640.209413,8249.425278,392.1578947,63.9779453,11.21052632,0.925321904,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
10.0.2.107,205.134.170.75,80,tcp,405.221148,26,15708.76923,21.62123147,18.34615385,0.618402197,82.83721462,46.68116762,4204.042054,4407.955438,433.5769231,60.56037093,10.92307692,0.418465453,26,0,26,0,0,0,0,26,26,0,26,0,26,26,26,0,0,0,0,0
10.0.2.107,64.37.54.17,80,tcp,412.691623,28,20918,0,23.57142857,0.659728502,0.519344536,0.220993541,3948.604718,4242.26631,405.1071429,57.72075892,11.82142857,0.542319068,28,0,28,28,0,0,0,0,28,0,28,0,28,28,28,0,0,0,0,0
10.0.2.107,65.182.203.225,25,tcp,407.872673,29,56,4.451879024,4.827586207,0.383782674,5.533972931,0.236929771,3342.579491,6460.389249,988.6896552,78.59869173,5.034482759,0.310883825,28,0,28,28,0,0,0,0,28,0,28,0,28,28,28,0,0,0,0,0
10.0.2.107,184.168.134.37,80,tcp,408.144695,32,8804.125,37.82545486,13.25,0.845699165,1.495518281,0.815624607,3371.91971,3969.217758,470.84375,65.164847,8.21875,0.336446197,32,0,32,32,0,0,0,0,32,0,32,0,32,32,32,0,0,0,0,0
10.0.2.107,69.169.94.63,80,tcp,409.086125,17,446,0,4.058823529,0.14350309,64.63974676,36.53073966,5470.203857,8839.217917,381.6470588,42.73349667,6,0,17,0,17,1,0,0,0,16,17,0,17,0,17,17,17,0,0,0,0,0
10.0.2.107,222.122.205.143,80,tcp,414.192165,14,136,0,4,0,0.625687357,0.039372583,7660.60754,9150.25839,397,59.2291078,5,0,14,0,14,0,0,0,0,14,14,0,14,0,14,14,14,0,0,0,0,0
10.0.2.107,205.186.175.120,25,tcp,408.874885,40,58,0,5,0,5.7150875,0.279237845,2647.707327,3726.458222,1024,0,5.175,0.278867117,40,0,40,40,0,0,0,0,40,0,40,0,40,40,40,0,0,0,0,0
10.0.2.107,208.82.112.77,25,tcp,408.282695,32,58.90625,0.962762517,5.03125,0.033198707,5.685158531,0.235992911,3384.163463,4070.025391,1024,0,5.25,0.2599713,32,0,32,32,0,0,0,0,32,0,32,0,32,32,32,0,0,0,0,0
10.0.2.107,205.134.170.75,25,tcp,409.485112,19,54.94736842,3.93997915,4.736842105,0.339653375,5.519052158,0.305952494,5709.200258,7116.322971,970.1052632,69.5610112,5,0.383581842,18,0,18,18,0,0,0,0,18,0,18,0,18,18,18,0,0,0,0,0
10.0.2.107,209.50.251.101,80,tcp,395.125662,5,12794.2,10584.77333,15.6,10.08666667,20.0826502,0.36680279,21606.20853,21605.83859,564.2,217.0933333,10.2,3.623333333,5,0,5,0,0,0,0,5,5,0,5,0,5,5,5,0,0,0,0,0
10.0.2.107,203.189.104.189,80,tcp,415.945668,24,417,0,5,0,0.77844475,0.382079625,4274.907398,5195.679611,412.2083333,62.78043326,5,0,24,0,24,24,0,0,0,0,24,0,24,0,24,24,24,0,0,0,0,0
10.0.2.107,70.164.0.86,80,tcp,411.329991,26,458,0,4,0,94.21730373,44.13245066,4181.768021,4048.212595,388.5,41.70202981,6,0,26,0,26,0,0,0,0,26,26,0,26,0,26,26,26,0,0,0,0,0
10.0.2.107,49.212.180.62,80,tcp,404.708658,14,26562,0,30,0.417942177,91.75610864,33.32370808,8147.436088,7578.406829,408.8571429,52.00765564,14.5,0.82858907,14,0,14,0,0,0,0,14,14,0,14,0,14,14,14,0,0,0,0,0
10.0.2.107,116.251.204.148,80,tcp,398.189175,17,1136,0,4,0,66.87603294,33.41674623,6319.931008,10423.90735,396.6470588,47.51389834,6,0,17,0,17,0,0,0,0,17,17,0,17,0,17,17,17,0,0,0,0,0
10.0.2.107,66.111.4.71,25,tcp,416.294608,2,58,0,4,0,11.825308,5.3108785,86438.84448,0,0,0,4,0,2,0,0,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
10.0.2.107,60.249.168.6,80,tcp,415.233564,26,26160,0,39.92307692,0.2018507,2.067908615,0.441241089,3925.229792,4572.379076,403.4615385,50.87863728,22.03846154,0.052155526,26,0,26,26,0,0,0,0,26,0,26,0,26,26,26,0,0,0,0,0
10.0.2.107,75.119.206.159,80,tcp,414.452983,31,500,0,4.064516129,0.129532989,83.32028997,50.09939109,3409.047857,5444.919328,399.5806452,46.36258347,6.032258065,0.039020011,31,0,31,1,0,0,0,30,31,0,31,0,31,31,31,0,0,0,0,0
10.0.2.107,58.12.177.34,80,tcp,410.577156,18,629,0,4.055555556,0.120098597,73.51841361,44.17105536,5878.344324,8651.338823,395.2222222,53.06805518,6,0,18,0,18,0,0,0,0,18,18,0,18,0,18,18,18,0,0,0,0,0
10.0.2.107,219.94.200.42,80,tcp,410.366812,21,17852,0,19.04761905,0.195531382,94.10702714,52.23269432,4906.177675,5214.812676,356.2857143,56.13598813,10.38095238,0.464905047,21,0,21,0,0,0,0,21,21,0,21,0,21,21,21,0,0,0,0,0
10.0.2.107,205.186.175.120,80,tcp,407.592528,24,349,0,4.083333333,0.189663181,87.95028454,48.9315551,4467.367953,6243.801549,399.5,58.47696693,6,0,24,0,24,0,0,0,0,24,24,0,24,0,24,24,24,0,0,0,0,0
10.0.2.107,109.234.111.54,80,tcp,403.682692,24,7092.416667,3505.896131,9,2.61985776,93.93573442,43.54787906,4105.290613,2951.338179,413.375,59.72953349,7.75,1.013470582,24,0,24,1,0,0,0,23,24,0,24,0,23,24,24,0,0,0,0,0
10.0.2.107,176.9.25.138,80,tcp,403.224036,20,12766.3,20.06313435,14,0,86.3654968,36.94519421,5312.553212,5404.419608,395.85,68.05086162,9.05,0.105720316,20,0,20,0,0,0,0,20,20,0,20,0,20,20,20,0,0,0,0,0
10.0.2.107,85.88.16.179,80,tcp,401.213779,19,577.5263158,95.17901688,4.263157895,0.500532992,99.599414,44.77155272,5075.020121,5238.972365,403.7894737,114.8496385,6.210526316,0.381479026,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
10.0.2.107,144.76.202.248,25,tcp,418.287951,1,58,0,3,0,0.000787,0,0,0,32,0,4,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
10.0.2.107,144.76.202.248,443,tcp,418.289029,9599,0,0,0,0,1.499984507,1.499324708,11.12616761,12.42916477,0,0,1.499947911,0.4997281,0,0,0,0,0,0,0,0,9599,0,0,0,0,0,0,0,0,0,0,0
10.0.2.107,77.72.145.41,25,tcp,414.361403,36,54.77777778,5.471323249,4.722222222,0.471665797,5.369081944,0.439219163,2910.448099,3656.959802,967.1111111,96.59715528,5,0.467585871,34,0,34,34,0,0,0,0,36,0,34,0,34,34,34,0,0,0,0,0
10.0.2.107,182.48.25.236,25,tcp,414.981341,20,58,0,5,0,5.9148108,0.489116324,5405.665606,5105.133913,1024,0,5.2,0.313755529,20,0,20,20,0,0,0,0,20,0,20,0,20,20,20,0,0,0,0,0
10.0.2.107,208.97.168.178,80,tcp,420.522594,21,532,0,5.285714286,0.370869694,0.361027333,0.008231697,4632.735982,6738.066616,380.1428571,52.85682821,5,0,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
10.0.2.107,89.161.155.19,25,tcp,414.683363,36,58.80555556,0.783179012,5.027777778,0.027006173,5.757906639,0.330460828,3016.238093,5434.325596,1024,0,5.138888889,0.213602415,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
10.0.2.107,184.168.134.37,25,tcp,414.68361,39,58,0,5.025641026,0.079150676,5.773170513,0.406807877,2754.106695,3336.100541,1024,0,5.282051282,0.388237302,39,0,39,39,0,0,0,0,39,0,39,0,39,39,39,0,0,0,0,0
10.0.2.107,65.254.228.100,25,tcp,415.643157,28,58,0,5,0,5.662106464,0.19090356,3859.056654,4759.781203,1024,0,5.214285714,0.213919643,28,0,28,28,0,0,0,0,28,0,28,0,28,28,28,0,0,0,0,0
10.0.2.107,88.208.211.234,25,tcp,415.274289,36,58.80555556,1.662483613,5.027777778,0.057327021,5.711562556,0.316359704,3027.051713,3013.324413,1024,0,5.25,0.330671907,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
10.0.2.107,77.72.145.41,80,tcp,420.846488,22,12478,26.2322663,12,0,0.689422318,0.414220592,4687.574446,6307.436713,442.8636364,47.38296973,7.318181818,0.362157862,22,0,22,22,0,0,0,0,22,0,22,0,22,22,22,0,0,0,0,0
10.0.2.107,116.0.19.79,80,tcp,420.70279,21,379,0,5,0,0.982202524,0.25038968,5132.980161,4650.97949,415.0952381,54.51359806,5,0,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
10.0.2.107,184.154.173.170,25,tcp,414.684227,43,55.30232558,5.204862472,4.76744186,0.448695041,5.489439326,0.427467927,2512.413226,3030.188847,976.372093,91.89274433,5.023255814,0.399857401,41,0,41,41,0,0,0,0,43,0,41,0,41,41,41,0,0,0,0,0
10.0.2.107,210.128.29.60,80,tcp,416.115284,21,1427.857143,131.5751693,4.095238095,0.193208766,70.4698119,37.54020381,5244.754381,6918.650042,400.6190476,66.60662541,6.095238095,0.193208766,21,0,21,0,0,0,0,21,21,0,21,0,21,21,21,0,0,0,0,0
10.0.2.107,208.113.218.83,25,tcp,415.714258,30,58,0,5,0,5.647166967,0.221231823,3522.854502,3748.900545,1024,0,5.166666667,0.266780899,30,0,30,30,0,0,0,0,30,0,30,0,30,30,30,0,0,0,0,0
10.0.2.107,91.201.60.18,80,tcp,416.806864,22,18949,0,18.09090909,0.188757193,87.87985018,47.80244705,4703.423977,4809.547113,415.8181818,60.38398434,11.09090909,0.188757193,22,0,22,1,0,0,0,21,22,0,22,0,22,22,22,0,0,0,0,0
10.0.2.107,67.227.162.196,80,tcp,422.646031,21,442,0,5,0,0.342066857,0.119821652,4975.887169,4382.439832,381.1904762,55.29912805,5,0,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
10.0.2.107,77.93.220.207,80,tcp,421.023258,19,620,0,4,0,87.75098521,42.90970457,5894.209492,5575.860905,389.3157895,58.99431244,6,0,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
10.0.2.107,204.197.252.3,80,tcp,414.955996,18,501.3333333,27.69948257,4.111111111,0.116875454,90.29834783,46.45274682,5689.517914,5161.757789,418.6666667,77.35716224,6.111111111,0.116875454,18,0,18,0,0,0,0,18,18,0,18,0,18,18,18,0,0,0,0,0
10.0.2.107,203.25.227.38,80,tcp,414.092077,20,632.05,31.4646345,4.1,0.104707602,66.58328585,31.79168411,4944.397356,4053.153557,411.45,74.89697269,6.1,0.104707602,20,0,20,0,0,0,0,20,20,0,20,0,20,20,20,0,0,0,0,0
10.0.2.107,216.119.133.2,80,tcp,412.209313,19,11846.36842,2871.702621,14.68421053,3.194601037,95.02197,41.93262923,5130.316934,5388.064578,415.2631579,100.8729833,9.684210526,1.46627145,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
10.0.2.107,208.115.226.35,80,tcp,411.008616,28,29045.53571,68.39760653,31.14285714,1.089746778,84.30976811,46.45031346,3919.217237,4014.509551,412.3571429,52.4217278,14.85714286,0.700958876,28,0,28,0,0,0,0,28,28,0,28,0,28,28,28,0,0,0,0,0
10.0.2.107,118.82.107.47,80,tcp,400.934491,20,219,0,4.9,0.159516029,88.8160905,34.8296881,5416.082076,4868.453824,380.25,56.4520563,6.05,0.129886983,20,0,20,0,0,0,0,20,20,0,20,0,20,20,20,0,0,0,0,0
10.0.2.107,198.41.0.4,53,udp,418.288227,1,509,0,1,0,0.020639,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.0.2.107,202.12.27.33,53,udp,418.32129,2,378.5,22.25,1,0,0.292099,0.0013635,2.310147,0,20.5,0.25,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10.0.2.107,103.9.101.141,25,tcp,415.713911,36,58.80555556,0.923358979,5.027777778,0.031839965,6.065354611,0.667349995,2875.606847,2857.012535,1024,0,5.305555556,0.380564156,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
10.0.2.107,192.203.230.10,53,udp,418.610952,2,334,0,1,0,0.0153575,8.08E-05,43216.9817,0,20,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10.0.2.107,50.28.73.8,25,tcp,414.683973,30,58,0,5.033333333,0.094277349,5.712470633,0.379147149,3520.55665,3392.784366,1024,0,5.166666667,0.259965807,30,0,30,30,0,0,0,0,30,0,30,0,30,30,30,0,0,0,0,0
10.0.2.107,85.88.16.179,25,tcp,415.714432,33,58,0,5,0,5.70793203,0.366119781,3292.048923,4305.872799,1024,0,5.151515152,0.282464372,33,0,33,33,0,0,0,0,33,0,33,0,33,33,33,0,0,0,0,0
10.0.2.107,192.36.148.17,53,udp,420.580714,1,509,0,1,0,0.029792,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.0.2.107,192.33.4.12,53,udp,420.610837,2,423,0,1,0,0.020355,9.20E-05,86457.83039,0,21,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10.0.2.107,74.208.205.203,25,tcp,420.280553,23,58,0,5,0,5.752465435,0.412678785,4684.81734,4601.189493,1024,0,5.217391304,0.278729135,23,0,23,23,0,0,0,0,23,0,23,0,23,23,23,0,0,0,0,0
10.0.2.107,72.29.94.226,80,tcp,424.527361,17,12291,0,13.94117647,0.927900636,0.371735882,0.168596813,6280.996299,6594.306112,399.4117647,44.76026889,8.882352941,0.474566005,17,0,17,17,0,0,0,0,17,0,17,0,17,17,17,0,0,0,0,0
10.0.2.107,108.174.151.250,25,tcp,421.191878,25,56.84,4.568260293,4.88,0.388977474,5.51292196,0.222755588,3875.56104,4925.552367,983.04,73.19510728,5.12,0.433966938,24,0,24,24,0,0,0,0,24,0,24,0,24,24,24,0,0,0,0,0
10.0.2.107,94.236.109.3,25,tcp,421.462067,30,56.06666667,7.479933735,4.733333333,0.597181476,5.3255154,0.506171327,3655.492056,5126.188221,955.7333333,115.798264,4.966666667,0.526640577,28,0,28,28,0,0,0,0,30,0,28,0,28,28,28,0,0,0,0,0
10.0.2.107,72.232.240.218,25,tcp,420.900918,18,54.77777778,3.989276238,4.944444444,0.068780625,5.571614889,0.387143931,5958.065871,6713.132046,1024,0,5.166666667,0.252785377,18,0,18,18,0,0,0,0,18,0,18,0,17,18,18,0,0,0,0,0
10.0.2.107,122.152.128.100,25,tcp,421.192239,34,54.58823529,4.235427753,4.705882353,0.451269207,5.324339382,0.346590789,3062.543459,3460.818753,963.7647059,74.77720723,4.911764706,0.369058383,32,0,32,32,0,0,0,2,34,0,32,0,32,31,32,0,0,1,0,0
10.0.2.107,91.121.83.71,25,tcp,421.562636,21,59.38095238,1.377664399,5.095238095,0.102765814,5.615248857,0.121351661,4835.083385,6793.195202,1024,0,5.19047619,0.194548737,21,0,21,21,0,0,0,1,21,0,21,0,21,21,21,0,0,1,0,0
10.0.2.107,184.107.73.11,25,tcp,421.603117,33,58.87878788,1.050957338,5.03030303,0.036239908,5.567714545,0.109728706,3329.139432,3481.770572,1024,0,5.090909091,0.115281132,33,0,33,33,0,0,0,0,33,0,33,0,33,33,33,0,0,0,0,0
10.0.2.107,213.186.33.87,25,tcp,421.632603,38,58.76315789,0.762615108,5.026315789,0.026297073,5.677329974,0.195965824,2853.157614,4050.94794,1024,0,5.236842105,0.307839376,38,0,38,38,0,0,0,0,38,0,38,0,38,38,38,0,0,0,0,0
